"Session","Topic","Day","Month","Weekday","Time","timezone"
"Session 3.4","Questions","3","10","Saturday","08:30 - 09:00","PST8PDT"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","07:00 - 07:30","PST8PDT"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","07:30 - 08:45","PST8PDT"
"Coffee Break","Socializing","10","10","Saturday","08:45 - 09:00","PST8PDT"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","09:00 - 10:30","PST8PDT"
"Meal Break","-","10","10","Saturday","10:30 - 11:30","PST8PDT"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","11:30 - 12:45","PST8PDT"
"Session 4.5","Press Conference","10","10","Saturday","12:45 - 13:00","PST8PDT"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","07:00 - 08:15","PST8PDT"
"Coffee Break","Socializing","11","10","Sunday","08:15 - 08:30","PST8PDT"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","08:30 - 10:00","PST8PDT"
"Meal Break","-","11","10","Sunday","10:00 - 11:00","PST8PDT"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","11:00 - 12:15","PST8PDT"
"Session 5.4","Press Conference","11","10","Sunday","12:15 - 12:45","PST8PDT"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","12:45 - 13:00","PST8PDT"
"Session 1.1","Opening Speech","19","9","Saturday","22:00 - 22:15","ROC"
"Session 1.2","Team Introduction","19","9","Saturday","22:15 - 22:45","ROC"
"Coffee Break","Socializing","19","9","Saturday","22:45 - 23:00","ROC"
"Session 1.3","Introduction to Zoom","19","9","Saturday","23:00 - 23:15","ROC"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","23:15 - 23:30","ROC"
"Session 1.5","Questions","19","9","Saturday","23:30 - 23:45","ROC"
"Session 1.6","Socializing","19","9","Saturday","23:45 - 00:30","ROC"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","22:00 - 22:30","ROC"
"Session 2.2","Questions","26","9","Saturday","22:30 - 22:45","ROC"
"Coffee Break","Socializing","26","9","Saturday","22:45 - 23:00","ROC"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","23:00 - 23:30","ROC"
"Session 2.4","Questions","26","9","Saturday","23:30 - 23:45","ROC"
"Coffee Break","Socializing","26","9","Saturday","23:45 - 00:00","ROC"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","00:00 - 01:00","ROC"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","22:00 - 22:30","ROC"
"Session 3.2","Questions","3","10","Saturday","22:30 - 22:45","ROC"
"Coffee Break","Socializing","3","10","Saturday","22:45 - 23:00","ROC"
"Session 3.3","Input on NATO policy","3","10","Saturday","23:00 - 23:30","ROC"
"Session 3.4","Questions","3","10","Saturday","23:30 - 00:00","ROC"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","22:00 - 22:30","ROC"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","22:30 - 23:45","ROC"
"Coffee Break","Socializing","10","10","Saturday","23:45 - 00:00","ROC"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","00:00 - 01:30","ROC"
"Meal Break","-","11","10","Sunday","01:30 - 02:30","ROC"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","02:30 - 03:45","ROC"
"Session 4.5","Press Conference","11","10","Sunday","03:45 - 04:00","ROC"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","22:00 - 23:15","ROC"
"Coffee Break","Socializing","11","10","Sunday","23:15 - 23:30","ROC"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","23:30 - 01:00","ROC"
"Meal Break","-","12","10","Monday","01:00 - 02:00","ROC"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","02:00 - 03:15","ROC"
"Session 5.4","Press Conference","12","10","Monday","03:15 - 03:45","ROC"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","03:45 - 04:00","ROC"
"Session 1.1","Opening Speech","19","9","Saturday","23:00 - 23:15","ROK"
"Session 1.2","Team Introduction","19","9","Saturday","23:15 - 23:45","ROK"
"Coffee Break","Socializing","19","9","Saturday","23:45 - 00:00","ROK"
"Session 1.3","Introduction to Zoom","20","9","Sunday","00:00 - 00:15","ROK"
"Session 1.4","Introduction to Facebook Workplace","20","9","Sunday","00:15 - 00:30","ROK"
"Session 1.5","Questions","20","9","Sunday","00:30 - 00:45","ROK"
"Session 1.6","Socializing","20","9","Sunday","00:45 - 01:30","ROK"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","23:00 - 23:30","ROK"
"Session 2.2","Questions","26","9","Saturday","23:30 - 23:45","ROK"
"Coffee Break","Socializing","26","9","Saturday","23:45 - 00:00","ROK"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","27","9","Sunday","00:00 - 00:30","ROK"
"Session 2.4","Questions","27","9","Sunday","00:30 - 00:45","ROK"
"Coffee Break","Socializing","27","9","Sunday","00:45 - 01:00","ROK"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","01:00 - 02:00","ROK"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","23:00 - 23:30","ROK"
"Session 3.2","Questions","3","10","Saturday","23:30 - 23:45","ROK"
"Coffee Break","Socializing","3","10","Saturday","23:45 - 00:00","ROK"
"Session 3.3","Input on NATO policy","4","10","Sunday","00:00 - 00:30","ROK"
"Session 3.4","Questions","4","10","Sunday","00:30 - 01:00","ROK"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","23:00 - 23:30","ROK"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","23:30 - 00:45","ROK"
"Coffee Break","Socializing","11","10","Sunday","00:45 - 01:00","ROK"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","01:00 - 02:30","ROK"
"Meal Break","-","11","10","Sunday","02:30 - 03:30","ROK"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","03:30 - 04:45","ROK"
"Session 4.5","Press Conference","11","10","Sunday","04:45 - 05:00","ROK"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","23:00 - 00:15","ROK"
"Coffee Break","Socializing","12","10","Monday","00:15 - 00:30","ROK"
"Session 5.2","NATO: Negotiations; Activists: Influencing","12","10","Monday","00:30 - 02:00","ROK"
"Meal Break","-","12","10","Monday","02:00 - 03:00","ROK"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","03:00 - 04:15","ROK"
"Session 5.4","Press Conference","12","10","Monday","04:15 - 04:45","ROK"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","04:45 - 05:00","ROK"
"Session 1.1","Opening Speech","19","9","Saturday","22:00 - 22:15","Singapore"
"Session 1.2","Team Introduction","19","9","Saturday","22:15 - 22:45","Singapore"
"Coffee Break","Socializing","19","9","Saturday","22:45 - 23:00","Singapore"
"Session 1.3","Introduction to Zoom","19","9","Saturday","23:00 - 23:15","Singapore"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","23:15 - 23:30","Singapore"
"Session 1.5","Questions","19","9","Saturday","23:30 - 23:45","Singapore"
"Session 1.6","Socializing","19","9","Saturday","23:45 - 00:30","Singapore"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","22:00 - 22:30","Singapore"
"Session 2.2","Questions","26","9","Saturday","22:30 - 22:45","Singapore"
"Coffee Break","Socializing","26","9","Saturday","22:45 - 23:00","Singapore"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","23:00 - 23:30","Singapore"
"Session 2.4","Questions","26","9","Saturday","23:30 - 23:45","Singapore"
"Coffee Break","Socializing","26","9","Saturday","23:45 - 00:00","Singapore"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","00:00 - 01:00","Singapore"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","22:00 - 22:30","Singapore"
"Session 3.2","Questions","3","10","Saturday","22:30 - 22:45","Singapore"
"Coffee Break","Socializing","3","10","Saturday","22:45 - 23:00","Singapore"
"Session 3.3","Input on NATO policy","3","10","Saturday","23:00 - 23:30","Singapore"
"Session 3.4","Questions","3","10","Saturday","23:30 - 00:00","Singapore"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","22:00 - 22:30","Singapore"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","22:30 - 23:45","Singapore"
"Coffee Break","Socializing","10","10","Saturday","23:45 - 00:00","Singapore"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","00:00 - 01:30","Singapore"
"Meal Break","-","11","10","Sunday","01:30 - 02:30","Singapore"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","02:30 - 03:45","Singapore"
"Session 4.5","Press Conference","11","10","Sunday","03:45 - 04:00","Singapore"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","22:00 - 23:15","Singapore"
"Coffee Break","Socializing","11","10","Sunday","23:15 - 23:30","Singapore"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","23:30 - 01:00","Singapore"
"Meal Break","-","12","10","Monday","01:00 - 02:00","Singapore"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","02:00 - 03:15","Singapore"
"Session 5.4","Press Conference","12","10","Monday","03:15 - 03:45","Singapore"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","03:45 - 04:00","Singapore"
"Session 1.1","Opening Speech","19","9","Saturday","17:00 - 17:15","Turkey"
"Session 1.2","Team Introduction","19","9","Saturday","17:15 - 17:45","Turkey"
"Coffee Break","Socializing","19","9","Saturday","17:45 - 18:00","Turkey"
"Session 1.3","Introduction to Zoom","19","9","Saturday","18:00 - 18:15","Turkey"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","18:15 - 18:30","Turkey"
"Session 1.5","Questions","19","9","Saturday","18:30 - 18:45","Turkey"
"Session 1.6","Socializing","19","9","Saturday","18:45 - 19:30","Turkey"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","17:00 - 17:30","Turkey"
"Session 2.2","Questions","26","9","Saturday","17:30 - 17:45","Turkey"
"Coffee Break","Socializing","26","9","Saturday","17:45 - 18:00","Turkey"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","18:00 - 18:30","Turkey"
"Session 2.4","Questions","26","9","Saturday","18:30 - 18:45","Turkey"
"Coffee Break","Socializing","26","9","Saturday","18:45 - 19:00","Turkey"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","19:00 - 20:00","Turkey"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","17:00 - 17:30","Turkey"
"Session 3.2","Questions","3","10","Saturday","17:30 - 17:45","Turkey"
"Coffee Break","Socializing","3","10","Saturday","17:45 - 18:00","Turkey"
"Session 3.3","Input on NATO policy","3","10","Saturday","18:00 - 18:30","Turkey"
"Session 3.4","Questions","3","10","Saturday","18:30 - 19:00","Turkey"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","17:00 - 17:30","Turkey"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","17:30 - 18:45","Turkey"
"Coffee Break","Socializing","10","10","Saturday","18:45 - 19:00","Turkey"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","19:00 - 20:30","Turkey"
"Meal Break","-","10","10","Saturday","20:30 - 21:30","Turkey"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","21:30 - 22:45","Turkey"
"Session 4.5","Press Conference","10","10","Saturday","22:45 - 23:00","Turkey"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","17:00 - 18:15","Turkey"
"Coffee Break","Socializing","11","10","Sunday","18:15 - 18:30","Turkey"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","18:30 - 20:00","Turkey"
"Meal Break","-","11","10","Sunday","20:00 - 21:00","Turkey"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","21:00 - 22:15","Turkey"
"Session 5.4","Press Conference","11","10","Sunday","22:15 - 22:45","Turkey"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","22:45 - 23:00","Turkey"
"Session 1.1","Opening Speech","19","9","Saturday","14:00 - 14:15","UCT"
"Session 1.2","Team Introduction","19","9","Saturday","14:15 - 14:45","UCT"
"Coffee Break","Socializing","19","9","Saturday","14:45 - 15:00","UCT"
"Session 1.3","Introduction to Zoom","19","9","Saturday","15:00 - 15:15","UCT"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","15:15 - 15:30","UCT"
"Session 1.5","Questions","19","9","Saturday","15:30 - 15:45","UCT"
"Session 1.6","Socializing","19","9","Saturday","15:45 - 16:30","UCT"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","14:00 - 14:30","UCT"
"Session 2.2","Questions","26","9","Saturday","14:30 - 14:45","UCT"
"Coffee Break","Socializing","26","9","Saturday","14:45 - 15:00","UCT"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","15:00 - 15:30","UCT"
"Session 2.4","Questions","26","9","Saturday","15:30 - 15:45","UCT"
"Coffee Break","Socializing","26","9","Saturday","15:45 - 16:00","UCT"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","16:00 - 17:00","UCT"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","14:00 - 14:30","UCT"
"Session 3.2","Questions","3","10","Saturday","14:30 - 14:45","UCT"
"Coffee Break","Socializing","3","10","Saturday","14:45 - 15:00","UCT"
"Session 3.3","Input on NATO policy","3","10","Saturday","15:00 - 15:30","UCT"
"Session 3.4","Questions","3","10","Saturday","15:30 - 16:00","UCT"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","14:00 - 14:30","UCT"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","14:30 - 15:45","UCT"
"Coffee Break","Socializing","10","10","Saturday","15:45 - 16:00","UCT"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","16:00 - 17:30","UCT"
"Meal Break","-","10","10","Saturday","17:30 - 18:30","UCT"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","18:30 - 19:45","UCT"
"Session 4.5","Press Conference","10","10","Saturday","19:45 - 20:00","UCT"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","14:00 - 15:15","UCT"
"Coffee Break","Socializing","11","10","Sunday","15:15 - 15:30","UCT"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","15:30 - 17:00","UCT"
"Meal Break","-","11","10","Sunday","17:00 - 18:00","UCT"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","18:00 - 19:15","UCT"
"Session 5.4","Press Conference","11","10","Sunday","19:15 - 19:45","UCT"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","19:45 - 20:00","UCT"
"Session 1.1","Opening Speech","19","9","Saturday","14:00 - 14:15","Universal"
"Session 1.2","Team Introduction","19","9","Saturday","14:15 - 14:45","Universal"
"Coffee Break","Socializing","19","9","Saturday","14:45 - 15:00","Universal"
"Session 1.3","Introduction to Zoom","19","9","Saturday","15:00 - 15:15","Universal"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","15:15 - 15:30","Universal"
"Session 1.5","Questions","19","9","Saturday","15:30 - 15:45","Universal"
"Session 1.6","Socializing","19","9","Saturday","15:45 - 16:30","Universal"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","14:00 - 14:30","Universal"
"Session 2.2","Questions","26","9","Saturday","14:30 - 14:45","Universal"
"Coffee Break","Socializing","26","9","Saturday","14:45 - 15:00","Universal"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","15:00 - 15:30","Universal"
"Session 2.4","Questions","26","9","Saturday","15:30 - 15:45","Universal"
"Coffee Break","Socializing","26","9","Saturday","15:45 - 16:00","Universal"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","16:00 - 17:00","Universal"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","14:00 - 14:30","Universal"
"Session 3.2","Questions","3","10","Saturday","14:30 - 14:45","Universal"
"Coffee Break","Socializing","3","10","Saturday","14:45 - 15:00","Universal"
"Session 3.3","Input on NATO policy","3","10","Saturday","15:00 - 15:30","Universal"
